"
""Intel"" - официальный сайт корпорации
",http://www.intel.ru/,"Описание технологий, характеристики продукции ""Intel"" для дома и офиса. Драйвера и утилиты. Форум, блоги. История компании. Контактная информация.",17000
"
""Yahoo!"" - поисковая система
",https://www.yahoo.com/,"Поиск информации в интернете (в т.ч. на русском языке). Параллельный поиск по товарам, картинкам, видеофайлам.",17000
"
""Мегагрупп.ру"" - создание сайтов с CMS
",http://megagroup.ru/,"Создание, дизайн, хостинг, оптимизация и продвижение сайтов. Прайс-лист. Онлайн-заказ. Портфолио. Техническая поддержка.",17000
"
""I.ua"" - бесплатный почтовый сервис
",http://www.i.ua/,"Электронная почта с неограниченным почтовым ящиком. Антиспамная и антивирусная проверка, фильтры и сортировки, переадресация.",16000
"
""Хостинг-центр"" - услуги хостинга
",http://www.hc.ru/,"Виртуальный хостинг с поддержкой PHP, MySQL, SSI; регистрация доменов. Тарифы на услуги. Информация о компании. Контакты.",15000
"
""Мой мир@mail.ru"" - национальная социальная сеть
",http://my.mail.ru/,"Возможность искать одноклассников, однокурсников и бывших коллег по работе; создавать сообщества, обмениваться сообщениями, подарками, читать блоги, отвечать на вопросы и др.",14000
"
""Masterhost"" - услуги хостинга
",http://masterhost.ru/,"Виртуальный хостинг, регистрация доменов, аренда и размещение серверов. Тарифы на услуги. Техническая документация, ответы на вопросы. Новости и акции компании.",13000
"
""Интернет-хостинг центр"" - виртуальный хостинг
",http://www.ihc.ru/,"Аренда виртуальных серверов, регистрация доменов, виртуальный хостинг. Тарифы. Информационная поддержка.",13000
"
""RuTube"" - видеохостинг
",http://rutube.ru/,"Каталог авторского видео, кинотрейлеров, мультфильмов, видеоприколов и др. Возможность загрузки собственных файлов.",13000
"
""Sourceforge"" - проекты с открытым исходным кодом
",http://sourceforge.net/,"Список проектов с открытым исходным кодом. Перечень проектов, нуждающиеся в помощи. Возможность загрузить различные материалы. Информация на английском языке.",12000
"
""Samsung Electronics"" - производитель электроники
",http://www.samsung.com/,"Описания и характеристики продуктов компании: телевизоров, мобильных устройств, аудиотехники, фото- и видеокамер и др. Адреса магазинов. Информация об акциях. Новости, видеорелизы.",11000
"
""1С-Битрикс"" - система управления сайтом
",http://www.1c-bitrix.ru/,"Описание программы: возможности, технические требования, документация. Дистрибутив trial-версии. Возможность заказать программу в интернете. Документация, faq для пользователей.",11000
"
""Reggi.ru"" - регистрация доменов
",https://www.reggi.ru/,Онлайн-сервис регистрации доменов в различных зонах. Цены. Формы договоров на оказание услуг. Ответы на вопросы. Партнерская программа.,11000
"
""Яндекс"" - облегченная версия поисковой системы
",http://ya.ru/,"Поисковая строка, доступ к почте и персональным сервисам на Яндексе.",11000
"
""Ozon.ru"" - онлайн-мегамаркет
",http://www.ozon.ru/,"Продажа электроники (компьютеры и периферия, ноутбуки, планшеты), книг, фильмов, музыки, товаров для дома и семьи. Отзывы о товарах, рецензии. Поиск по каталогу. Информация о способах оплаты и доставк",10000
"
""Subscribe.Ru"" - служба почтовых рассылок
",http://subscribe.ru/,"Служба рассылки новостей и обзоров: деловые новости, развлечения, новости науки и культуры. Перечень доступных рассылок, архив материалов. Возможность подписки и создания собственной рассылки.",10000
"
""Flickr.com"" - фото- и видеохостинг
",http://www.flickr.com/,"Сервис для хранения фотографий и видеофайлов: возможность загрузки, редактирования и организации файлов; привязка фотографий и видео к регионам (на англ.).",10000
"
""Picasa Веб-альбомы""
",http://picasaweb.google.com/,"Возможность загружать и редактировать свои фотографии, создавать фотоальбомы, а также скачать бесплатную программу Picasa для работы с фотографиями.",10000
"
""MySpace Россия"" - интернет-сообщество
",https://myspace.com/,"Возможность заводить друзей и обмениваться с ними фотографиями, дневниковыми записями, музыкой, видео и др. информацией.",9700
"
""Opera"" - браузер
",http://www.opera.com/,"Возможность бесплатно скачать браузер для компьютеров, мобильных телефонов, iPad и планшетов на Android, а также почтовый клиент Opera Mail. Коллекция дополнений. Инструменты для разработчиков.",9300
"
""Holm.ru"" - бесплатный веб-хостинг
",http://www.holm.ru/,"Описание предоставляемых сервисов (в т.ч запуск cgi скриптов, доступ к БД MySQL, ftp-доступ к виртуальному серверу). Онлайн-регистрация. FAQ",9300
"
""Smotri.com"" - видеохостинг
",http://smotri.com/,"Каталог и поиск видеороликов. Возможность загружать собственные видеофайлы, создавать онлайн-трансляции, оставлять комментарии.",9200
"
""Хабрахабр"" - социальное СМИ об IT
",http://habrahabr.ru/,"Публикации в коллективном и персональном блогах, дискуссии в группах, подкасты на тему интернета, разработки программ, ""железа"", телекоммуникаций и т.д. Поиск материалов по тегам.",9100
"
""Мета-Украина"" - украинская поисковая система
",http://meta.ua/,"Учёт морфологии украинского и русского языков. Выделение контекстов найденных слов. Перевод запросов и результатов на русский, украинский и английский языки.",9100
